         9096317 function calls (9036002 primitive calls) in 14.123 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10434    0.012    0.000    0.012    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
    22593    0.011    0.000    0.020    0.000 scanner.py:1416(scan_line_break)
    10333    0.011    0.000    0.019    0.000 resolver.py:143(resolve)
      505    0.010    0.000    0.010    0.000 {method 'read' of '_io.FileIO' objects}
     3846    0.010    0.000    0.028    0.000 tokenize.py:492(_tokenize)
     7532    0.009    0.000    0.009    0.000 {method 'splitlines' of 'str' objects}
 4431/448    0.009    0.000    0.020    0.000 registry.py:727(_get_dimensionality_recurse)
     4403    0.009    0.000    0.027    0.000 scanner.py:470(fetch_flow_entry)
    14031    0.009    0.000    0.015    0.000 abc.py:180(__instancecheck__)
      316    0.009    0.000    0.010    0.000 sre_compile.py:250(_optimize_charset)
    27431    0.008    0.000    0.008    0.000 {method 'split' of 'str' objects}
 2745/416    0.007    0.000    0.019    0.000 registry.py:870(_get_root_units_recurse)
     7531    0.007    0.000    0.257    0.000 scanner.py:668(fetch_plain)
     6720    0.007    0.000    0.015    0.000 constructor.py:270(construct_yaml_float)
     8222    0.007    0.000    0.019    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
    34901    0.007    0.000    0.007    0.000 {method 'pop' of 'list' objects}
    84031    0.007    0.000    0.007    0.000 {method 'lower' of 'str' objects}
     7521    0.007    0.000    0.007    0.000 {method 'expandtabs' of 'str' objects}
     2633    0.006    0.000    0.019    0.000 scanner.py:484(fetch_block_entry)
      323    0.006    0.000    0.012    0.000 doccer.py:128(indentcount_lines)
        1    0.006    0.006    0.013    0.013 band_structure.py:498(<listcomp>)
25309/25308    0.006    0.000    0.007    0.000 {method 'join' of 'str' objects}
    25000    0.006    0.000    0.006    0.000 dynamical_matrix.py:143(is_nac)
     8222    0.006    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:59(<listcomp>)
 1265/603    0.006    0.000    0.045    0.000 pint_eval.py:105(build_eval_tree)
    10730    0.006    0.000    0.006    0.000 {built-in method builtins.hasattr}
    18468    0.006    0.000    0.006    0.000 scanner.py:312(remove_possible_simple_key)
